Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Early-demographic dividend,EAR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08012304,36.59301826,36.47742089,36.14030525,35.08782327,34.64268118,33.87443765,33.3116843,33.11237722,32.56794649,32.17158976,32.12237794,31.52862634,31.00435302,30.1246183,29.52507651,28.9012438,27.93214113,27.34661686,26.98825767,26.56674154,26.39098101,26.09584898,26.36137543,25.78245002,,,
East Asia & Pacific,EAS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19992835,25.76958591,25.33380318,24.59061693,23.86659406,22.90761327,23.01767918,22.77292219,23.02064843,22.83712706,22.5400216,22.22381038,21.68267331,20.62522201,19.01469036,18.13069779,17.63839656,17.06564163,17.18205076,17.12864161,16.62159253,16.13474275,16.56881824,16.68775737,16.96054449,,,
Europe & Central Asia (excluding high income),ECA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.152940269,4.30856685,4.61833107,5.015356843,5.177791671,5.307402329,5.660827332,5.87378186,5.926386314,6.041050166,5.75473639,5.652302665,5.647720786,5.516901117,5.854215431,5.93411412,5.774541016,5.65384764,5.560741065,6.18640878,6.299178152,5.767824291,6.020350199,6.543370308,6.426089237,,,
Europe & Central Asia,ECS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.709018559,5.859994619,6.216132583,6.634434786,6.8712047,6.944327266,7.06322658,7.35625594,7.482131561,7.536213146,7.619492362,7.628506446,7.563440134,7.637929276,7.913374022,8.216535841,8.477515957,9.017507494,9.336936851,10.33599842,10.7855746,10.65748128,11.48231206,12.15921926,12.55070003,,,
Ecuador,ECU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19854729,24.16309703,20.80036047,21.61848439,20.85316761,20.35412811,19.29146065,16.54279159,18.19074757,21.05578073,20.03302792,18.43283507,18.05824034,17.97048498,15.97197087,12.16311517,12.97149029,12.8081348,15.08899971,13.29950595,12.10663845,13.34571454,13.1000977,12.67573253,12.21814004,,,
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.502466005,9.052034179,8.71505874,8.839282435,9.828967899,9.003034805,8.678076045,8.344740482,8.248501853,8.5597402,8.101748224,7.706702125,7.259600568,7.386988722,7.543858038,6.491865679,6.233980859,6.092949373,5.969930499,5.762878099,5.724100541,5.584640572,5.693102942,6.101534202,6.412560754,,,
Euro area,EMU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.539578023,6.740086728,6.834429317,6.944667637,7.155151564,6.95690037,7.080909478,7.230696368,7.294853509,7.330521401,7.518017885,7.706721549,7.55942801,8.028559062,8.234151561,8.523832344,9.265993964,10.37450724,10.92158822,12.13018912,12.83187143,13.063101,14.34323152,15.17260056,16.01446043,,,
Eritrea,ERI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8200743,83.56583384,80.09388899,77.89127445,76.37713158,77.60117477,75.0037799,76.1296646,76.78295023,74.84508265,74.82741932,75.04375207,70.09946482,74.85982102,78.56223427,80.02334398,81.89847651,81.80608552,81.24659164,80.67049833,80.1490299,80.20678627,80.30479379,,,
Spain,ESP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5444317,9.921294033,8.22090825,9.079810266,9.241374711,8.264565793,10.06199052,9.154294094,8.941413864,7.681656559,7.88433341,8.933449927,7.415105438,8.899924156,8.03208844,7.289816625,8.472207663,9.00538701,9.737202736,12.21794599,14.39578465,14.74592627,15.7709516,16.94996459,17.35173648,,,
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.356078747,3.526223036,5.906591645,6.705185839,9.268726281,12.30589837,19.53619824,19.73107171,17.73794873,20.06404477,19.8341453,18.93655019,19.41535178,19.82991641,19.98714621,18.86123428,17.16308273,18.56525183,20.18899637,24.08876776,25.12988927,24.98354488,24.90855545,24.47524493,25.24914376,,,
Ethiopia,ETH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.63538051,96.71129213,97.74041952,97.19865622,96.88388814,96.62013674,96.35197622,96.22085887,96.10024465,96.18946077,95.95324368,95.07860599,95.0167414,94.74579329,94.65855713,95.1265904,94.9423247,94.61003127,94.52866593,94.61113248,94.52836074,94.02402133,93.76163814,93.01116096,92.71904179,,,
European Union,EUU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.133090372,6.330174712,6.596186536,6.956403322,7.083292118,7.095474214,7.139376132,7.503163651,7.61562262,7.595398332,7.894003969,7.882386216,7.824605587,8.138043613,8.406324333,8.815203508,9.38078785,10.33166885,10.95063384,12.14651192,12.87651611,13.22962221,14.38114928,15.14426615,16.05302621,,,
Fragile and conflict affected situations,FCS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.92995506,55.91476064,54.95666695,53.83715242,53.62804121,52.99793781,52.24780425,52.82197196,53.55532657,52.38874177,52.33044607,52.15396298,52.9444315,54.86197835,53.95973699,53.12652287,53.58137938,53.457544,52.95532199,52.90197283,52.05786056,53.01929459,50.63081748,50.68922712,52.27739017,,,
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.50843661,24.02701886,25.12339772,26.00353314,25.13193969,27.26640574,26.87055098,28.82844044,30.49796416,30.23607694,31.67021454,29.24607322,29.52269395,28.36042257,31.10687114,31.53522082,31.26947417,31.82974059,34.76015978,32.70902347,33.60634611,35.28003015,38.83071807,38.53528602,41.19126143,,,
Fiji,FJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0940073,60.06657796,58.5856587,59.00615077,63.77672822,60.0611456,59.71412352,54.96202219,49.79260017,56.05450138,52.87583294,45.15542199,51.29541245,45.82400705,38.9525918,43.60480728,41.41367857,38.0376595,45.61220076,35.14026641,29.76791219,34.06383548,32.94016251,37.85209263,37.56839126,,,
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.40802004,11.01222246,11.25820158,10.86013242,10.93448892,10.70140942,10.49495285,9.985452622,9.709285766,9.779014274,9.255999389,9.395221594,8.668755839,8.847554763,8.88771225,8.629754043,8.497879186,9.36416463,10.50303676,11.22926862,11.87212721,10.83957026,12.36643533,13.41263716,13.13263803,,,
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.544771207,2.728308303,3.105644286,3.051959557,3.150943502,3.21403055,2.705802765,3.259647898,3.140741218,2.792077589,2.771997802,2.560084893,3.401993314,3.106530305,3.418274324,3.840075464,4.301222831,4.544084473,4.506542036,5.123150441,3.377679548,4.997063886,4.700880603,4.322601769,6.53581534,,,
"Micronesia, Fed. Sts.",FSM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.461362285,1.551318982,1.478206168,1.405025253,1.491529559,1.4925617,1.556929595,1.22679456,1.217220996,0.817699485,1.100356477,1.108580699,1.227839605,1.287093298,1.457666561,1.42169947,1.529052935,1.275826412,1.836847985,1.717454484,1.593972088,1.437855768,1.320894363,,,
Gabon,GAB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.28066709,75.15044886,74.78173262,73.80512993,72.89300542,71.9439115,71.48673599,69.97320101,69.66974363,71.34134159,72.77910746,72.42046444,79.81200304,83.628032,85.7725731,85.24132739,86.15338197,87.3465833,87.42137455,88.09515804,85.85436404,79.81007487,75.63341949,82.14407357,81.046204,,,
United Kingdom,GBR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.651133947,0.608264214,0.840737841,0.775204996,1.021428439,1.060229084,0.943586848,1.028479622,1.027993644,0.94749509,0.960435121,0.872082732,0.994662418,0.967589597,1.169646164,1.39979339,1.594990822,1.892674779,2.491115653,3.026616155,3.69086497,4.484566768,4.823156321,5.900434866,7.294445315,,,
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77399754,14.11875118,18.5420513,26.02618914,22.70228664,46.39465258,42.75395709,44.36379861,47.52898607,49.66309167,47.25427728,53.14582121,56.75800312,55.33200857,54.53065775,41.48161701,37.2176446,36.22444736,36.3021596,36.72040752,39.14857515,31.53766071,28.69262681,34.97923299,31.89297959,,,
Ghana,GHA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.62640622,82.92835687,81.00124273,81.29728119,80.55761854,79.78936709,78.82917755,78.33905335,73.57807405,72.78387088,71.61676979,69.31492639,65.67531576,64.46766542,62.3734473,61.4259061,58.57954778,54.52549332,55.90959608,49.98949083,49.86105993,48.02699021,44.33810939,44.01179692,45.21818084,,,
Gibraltar,GIB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea,GIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29714192,89.40823382,86.3308851,86.17827022,85.94984068,89.93025373,88.83630153,85.30773737,84.36000191,86.31685567,85.61936004,84.93259975,84.37643715,83.59803833,83.13138024,82.60487139,82.05965144,81.52210252,81.58227406,81.24311807,79.10114451,77.52296728,78.44965028,80.37074659,80.01224676,,,
"Gambia, The",GMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.44186978,61.80167206,62.93559354,62.67979763,60.98352682,59.57769467,59.07476518,58.19181491,56.93436054,55.8153443,63.13448556,59.64007843,60.6791529,60.47483809,59.84585752,60.03764144,59.2738215,56.73118208,55.74621693,53.40385403,50.16982874,49.70128048,49.8345574,51.9890865,48.05810054,,,
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.57962776,88.57249608,88.51385081,88.03744996,88.52342247,88.55114179,89.40362679,88.36343941,89.01919554,88.05840124,91.23773009,91.20716594,91.03682078,89.04780497,88.55286471,88.52680155,88.28713822,87.90491283,88.42033997,87.89473882,87.80712958,87.71510724,87.60637128,87.42243096,87.06002651,,,
Equatorial Guinea,GNQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71086516,83.95968848,84.00680486,79.25334202,83.68956438,82.48286631,76.74822741,66.02913548,68.01763205,61.8190192,52.57801872,24.10412089,15.38971883,14.82639951,12.3169888,7.851693558,6.594271136,5.662360461,6.251515902,6.026141883,5.917169441,5.691875228,6.000013981,6.6524894,6.3787581,,,
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.806881571,8.316861423,7.899382223,7.994609474,8.037283166,8.311389068,8.209181871,7.834038556,7.380367478,7.834060691,7.520784663,6.813729773,7.015577551,7.282685873,7.539981383,7.723742281,8.21168072,7.918629424,8.109958712,8.920028176,11.09298313,11.08831554,13.8593775,16.29381693,16.08579315,,,
Grenada,GRD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2363004,7.029461333,6.706065913,7.061851826,6.437234558,6.481999515,5.361656511,7.45358215,8.949378022,9.092894064,9.269919951,9.229326611,9.297387292,9.274194882,9.389787473,9.3918453,9.210456345,8.799941976,9.494210301,9.296229659,9.349938881,10.0234923,10.13271246,9.721588299,9.876873273,,,
Greenland,GRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.319105153,6.378923502,7.326152969,7.319460129,6.245118744,6.510477811,6.290350193,6.270051506,6.295324811,6.367916995,7.736409934,8.374101778,8.295381783,9.381359005,10.66457179,,,
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.96532706,74.25520042,72.28552731,69.92345087,68.49048355,65.1427705,65.72536942,65.30400872,62.03971233,64.60551968,62.74294484,61.39475723,60.53507325,59.01062993,57.55294296,57.32632743,57.90343341,57.03257183,60.78478559,58.30267628,66.5852448,66.41721313,66.21937084,64.97795617,59.90320153,,,
Guam,GUM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.41408811,33.47919218,42.66832588,44.62948494,39.70794966,38.38140065,38.60819193,36.93387866,34.65207445,35.74765227,39.50350823,40.31809245,43.24304709,43.40328045,44.48827507,43.36354932,47.26625733,35.98181197,34.53650738,33.70252306,33.84141397,36.30064642,28.25642511,26.26672607,24.01520304,,,
High income,HIC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.384192338,6.545787157,6.669108247,6.590793391,6.440054025,6.739935389,6.684174074,6.687201447,6.760514003,7.189708873,7.159691606,6.808645262,6.888975008,7.140739293,7.293849184,7.559343196,7.970607075,8.21179994,8.699393526,9.228162912,9.510228663,9.912574776,10.40311733,10.85048686,11.03620183,,,
"Hong Kong SAR, China",HKG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073856252,1.041433024,0.888650892,0.898034695,0.805322323,0.83732599,0.858603448,0.842976113,0.618445825,0.525058188,0.597431705,0.602489697,0.684347094,0.696847284,0.753486277,0.759139449,0.744006595,0.700369543,0.723820004,0.649481538,0.834901,1.065135792,0.824365177,0.901276789,1.792585103,,,
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1290868,70.20188205,67.74912564,66.72504547,63.94686921,62.96969893,62.63058385,65.38147655,62.87304545,53.76411118,55.12760739,50.54400447,49.56291463,48.45273944,48.19214124,49.80781134,51.57203558,50.13152776,51.15815199,52.59700676,53.15536345,51.96954013,48.77768452,49.76716904,54.04094344,,,
Heavily indebted poor countries (HIPC),HPC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.12022428,87.04637163,87.52482084,88.03430827,87.56356473,87.26615289,87.02319449,86.62555182,86.34047256,85.58483318,85.61574654,85.31484872,84.76489873,84.49813019,84.20857436,84.19669943,83.55812162,82.55410782,81.92831372,81.29397328,80.41397196,79.56550671,78.09811273,77.89797167,77.77765612,,,
Croatia,HRV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.92317807,33.35454355,29.81103312,29.89999008,30.09833608,30.38452738,34.12650487,29.2111502,28.11440134,27.81084019,26.78818068,26.94549662,24.63118103,24.84013986,26.58523939,26.83688832,25.51721686,22.67215493,24.15591131,27.17825614,29.77504719,27.18623888,29.42168865,32.83650884,33.64663703,,,
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.11956741,81.69234919,83.42712028,84.609715,95.03960271,81.31914555,82.18017062,80.58819886,79.30019462,77.06392976,76.04014581,73.88468521,74.7519775,74.92265274,71.28993097,76.89868273,77.01262974,75.55909941,75.76547171,76.87040711,79.02484154,79.00636924,83.16108176,82.33473135,78.39122587,,,
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.856670054,4.276663404,4.886103596,5.046239451,5.10691905,5.417597439,5.143344061,5.230532276,5.188748016,5.15847213,5.166112465,5.121124573,5.166033033,5.009127723,4.628674151,4.664768796,5.364128444,6.140333101,6.755189547,8.399154727,9.03970246,9.67240068,10.15211436,10.21876813,10.36063762,,,
IBRD only,IBD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.10340298,23.23345445,23.86394754,24.1226547,24.62672758,24.20673126,24.58338904,24.52423874,24.7623672,24.91172536,24.63496791,24.34402401,24.06652185,23.22381345,22.03661236,21.43386205,20.89096925,20.29064126,20.03595094,20.15059076,19.59626775,18.98482958,19.15993389,19.26172414,19.21648212,,,
IDA & IBRD total,IBT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61481535,27.820887,28.63675689,28.96829685,29.66534153,29.36241164,29.81594594,29.81395939,30.0789185,30.25299741,30.06549312,29.83234594,29.586443,28.72109312,27.421407,26.78822008,26.19335463,25.47792112,25.20632862,25.4287239,24.78284923,24.15298472,24.24090607,24.37732882,24.32051481,,,
IDA total,IDA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1499939,65.6264458,67.2057983,67.87432858,69.01738353,69.32773074,69.0538736,68.67703321,67.70271685,67.37083605,67.65019504,67.32418644,67.08035011,66.8149607,66.71019666,66.60444717,66.47905662,65.83129255,65.98088906,67.21117992,66.86619089,66.23392181,65.99766836,66.8578489,66.75214131,,,
IDA blend,IDB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.82387959,56.1821065,57.49509864,57.69700739,59.10645795,59.68589066,59.76367799,59.45212951,58.3584134,58.06761563,58.62477112,58.51391833,58.39450661,58.38338867,58.54535831,59.15972336,59.30499419,58.95910979,59.59448438,61.59563994,61.74444337,60.82411588,61.30401468,62.89604332,62.92605085,,,
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.59754602,57.82873947,56.82078307,55.43301471,52.8137812,50.09815067,48.75037943,47.08737603,48.29962671,45.07866679,45.58150414,44.37159595,44.76444656,43.171391,41.68334536,41.77554806,40.32642304,40.43010734,40.68826452,39.56490322,38.37834077,38.95414509,39.09773065,38.77844597,38.06613938,,,
IDA only,IDX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.61468951,76.31758513,78.24078269,79.71640162,80.3561284,79.91476535,79.18232564,78.69957023,77.97451231,77.73998904,77.56821294,76.95204797,76.58554356,76.04575969,75.5447749,74.44072828,73.94309093,72.94669991,72.52323612,72.75866417,71.9206309,71.63654716,70.85369831,70.77040084,70.43324287,,,
Isle of Man,IMN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.482040687,1.115115471,8.814147589,5.093086421,5.752039708,3.341133595,3.397278926,4.250317867,4.047555121,4.386401775,6.427506805,3.737465997,3.812707209,,,
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.65286257,57.60479303,57.23057222,56.98336288,55.55718653,54.48411527,53.76740766,52.48807214,52.7122577,51.71729285,51.57934508,51.78722228,50.56943888,50.84280165,49.72402542,48.57530846,47.44363259,45.86785855,43.63288333,40.77082867,39.48425171,38.93475292,38.39443348,37.73270139,36.53617235,,,
Not classified,INX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.279781193,2.229175816,2.158728531,2.107048393,2.175584559,1.922436546,1.934751575,1.900738949,2.27773134,2.056848026,2.034167267,1.971608095,2.246424737,2.013803863,2.313449409,2.889906051,3.203651771,3.556367668,4.15337105,5.246757443,5.243880317,6.663225388,6.584836039,7.360941041,8.471724021,,,
"Iran, Islamic Rep.",IRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.238359713,1.226917237,1.449470916,1.528147237,1.086965028,1.018087356,1.032272179,0.898423638,0.841574991,0.585858626,0.438389814,0.517141216,0.663691117,0.829586964,0.734896388,1.39873306,1.39747139,1.298678973,0.699180869,0.779616701,0.89513641,0.914562002,0.931933027,0.994642621,0.937924133,,,
Iraq,IRQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.596326373,0.74634198,0.490534513,0.389340053,0.357378647,0.373227165,0.350157902,0.362383407,0.390140091,0.38423411,0.363571946,0.352055201,0.3239861,0.358040196,0.360068873,2.303329459,2.554006441,2.032617341,1.185129429,1.237633879,1.709636631,1.074336575,1.263874405,1.368783669,0.912104698,,,
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.67138269,54.78742016,54.63397804,54.66027156,54.13756055,55.65072134,52.25319126,54.88195044,57.21184165,59.81767297,60.66047898,62.11888775,61.84320024,61.88160776,61.8074351,62.46559423,64.01545346,66.75126763,73.461571,74.12366439,75.41948741,76.48086481,77.35882071,76.35550981,76.42294532,,,
Israel,ISR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.80024632,6.025401622,6.24488155,5.891055199,5.649079565,5.436275416,5.446613278,5.69790658,6.07462725,5.868728735,5.970639571,6.297685584,6.517740192,6.520649514,6.713897234,7.000400375,6.824702921,6.650405237,8.822178706,8.417052377,8.503354964,9.021752123,8.659903332,9.513344683,9.342675305,,,
Italy,ITA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.781464044,4.669413305,4.839464264,4.771496294,5.248023192,4.462279066,4.748914392,4.831418996,4.757626374,5.022460331,5.119515207,5.382566429,5.596670834,6.240587447,5.935949211,6.702639311,7.512564526,8.731729445,10.823349,12.53975359,12.79409367,11.90494122,14.39164879,16.32148164,17.090359,,,
Jamaica,JAM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.633354891,7.69322326,8.675912891,10.54331571,9.259800531,10.77960697,10.12420212,10.29331276,9.37186563,9.331297361,11.90213286,11.15100336,12.73327023,12.99682601,11.47821699,11.32283368,9.309195215,9.497794085,10.76368416,14.04097224,13.71996625,13.8837235,17.03592451,15.75507422,15.98840418,,,
Jordan,JOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.765357874,2.882681424,2.533882869,2.532541818,2.340287733,2.223989581,2.196299528,2.143376536,2.206482826,2.18413078,2.08583749,2.121370805,2.089163772,1.982432173,1.830753594,1.689372856,2.28283347,2.327343834,2.740025202,2.780090122,2.966855256,3.020255962,2.930377586,3.144713976,3.13049941,,,
Japan,JPN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.550664201,4.730569192,4.197714625,4.435606682,3.567645643,3.91718865,3.83935815,4.072127602,4.045356041,3.828786607,3.91610799,3.736777437,3.69537419,4.079024607,4.013757316,3.65447332,4.029364168,3.75273209,3.983866884,4.035613522,4.587445485,4.695860119,4.535504026,4.914836534,5.52698149,,,
Kazakhstan,KAZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407717006,1.287376792,1.174517617,1.343463592,1.83441244,1.575745823,1.633778579,1.671015397,1.536731397,1.788634642,2.505037035,2.409999977,2.773658213,2.284797152,1.888490483,2.094401704,2.12706141,1.833245904,1.153802832,1.305589869,1.382363564,1.381919305,1.327749982,1.165225497,1.362599317,,,
Kenya,KEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.50402032,78.82614118,79.44379959,80.20643309,80.83031964,79.51197513,78.73468864,79.53796431,79.67732866,79.45870215,79.03538091,80.2360067,80.54353684,83.18300136,82.2736331,81.22574433,79.76779201,80.26258146,80.47633998,78.14867076,76.27312622,77.08363579,78.49761114,77.13674951,75.51816658,,,
Kyrgyz Republic,KGZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.927698173,9.017271927,12.99597914,16.20028521,26.51676565,34.97477969,29.49900355,28.74946251,25.07425239,34.54898695,35.16660877,36.00532425,28.3045377,30.51824222,27.71435502,28.0354683,27.76759094,24.49561484,22.04517054,24.73126218,25.59479254,25.95073569,22.45447681,24.58105263,28.2504208,,,
Cambodia,KHM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.53425049,82.76628394,82.19625483,82.00027833,81.67485742,81.1360791,79.58799827,83.01977975,82.06807222,78.20459556,75.98835153,73.74154104,69.18744264,67.07734497,71.37816362,68.47157403,68.10988171,68.30503995,68.95037645,67.95334784,,,
